participant_id,member,raw_rows,source_epochs,source_duration_hours,inferred_sample_rate_hz,maximum_epoch_gap_seconds,irregular_epoch_gaps,wake_time,main_sleep_start,main_sleep_end,main_sleep_hours,selected_window_start,selected_window_end,annotated_epoch_percent,observed_24h_bins,missing_24h_minutes,mean_enmo_mg_observed,processing_seconds
P083,capture24/P083.csv.gz,9180001,18360,25.5,100.00001089324618,5.0,0,2016-05-24T05:00:05+00:00,2016-05-24T02:25:00+00:00,2016-05-24T05:00:05+00:00,2.584722222222222,2016-05-24T02:25:00+00:00,2016-05-25T02:25:00+00:00,62.71786492374728,17280,0.0,50.238128662109375,18.39271378517151
P084,capture24/P084.csv.gz,10074001,20148,27.983333333333334,100.00000992654358,5.0,0,2016-05-14T03:39:05+00:00,2016-05-13T21:40:00+00:00,2016-05-14T03:39:05+00:00,5.9847222222222225,2016-05-13T21:40:00+00:00,2016-05-14T21:40:00+00:00,67.8082191780822,17280,0.0,25.396320343017578,19.818862915039062
P085,capture24/P085.csv.gz,9060001,18120,25.166666666666668,100.0000110375276,5.0,0,2016-03-22T05:03:05+00:00,2016-03-22T01:53:00+00:00,2016-03-22T05:03:05+00:00,3.1680555555555556,2016-03-22T01:53:00+00:00,2016-03-23T01:53:00+00:00,70.09933774834437,17280,0.0,37.62662124633789,20.87098717689514
P086,capture24/P086.csv.gz,9360001,18720,26.0,100.00001068376068,5.0,0,2016-02-14T06:10:05+00:00,2016-02-14T00:30:00+00:00,2016-02-14T06:10:05+00:00,5.668055555555555,2016-02-14T00:30:00+00:00,2016-02-15T00:30:00+00:00,70.2991452991453,17280,0.0,29.6175537109375,20.258944749832153
P087,capture24/P087.csv.gz,7980001,15960,22.166666666666668,100.00001253132832,5.0,0,2016-07-19T08:08:05+00:00,2016-07-19T03:48:00+00:00,2016-07-19T08:08:05+00:00,4.334722222222222,2016-07-19T03:48:00+00:00,2016-07-20T01:58:00+00:00,74.58646616541354,15960,110.0,39.592376708984375,18.205734491348267
P088,capture24/P088.csv.gz,10080001,20160,28.0,100.00000992063492,5.0,0,2016-01-27T04:58:05+00:00,2016-01-27T00:43:00+00:00,2016-01-27T04:58:05+00:00,4.251388888888889,2016-01-27T00:43:00+00:00,2016-01-28T00:43:00+00:00,42.33134920634921,17280,0.0,32.18440246582031,16.636303663253784
P089,capture24/P089.csv.gz,8640001,17280,24.0,100.00001157407408,5.0,0,2016-09-26T01:39:00+00:00,2016-09-25T22:49:00+00:00,2016-09-26T01:39:00+00:00,2.8333333333333335,2016-09-25T01:39:00+00:00,2016-09-26T01:39:00+00:00,74.79166666666667,17280,0.0,36.45001220703125,21.27883505821228
P090,capture24/P090.csv.gz,9180001,18360,25.5,100.00001089324618,5.0,0,2016-05-10T03:05:05+00:00,2016-05-10T01:35:00+00:00,2016-05-10T03:05:05+00:00,1.5013888888888889,2016-05-10T01:35:00+00:00,2016-05-11T01:35:00+00:00,72.859477124183,17280,0.0,54.94792938232422,21.055745601654053
P091,capture24/P091.csv.gz,9660001,19320,26.833333333333332,100.00001035196688,5.0,0,2016-05-25T05:00:05+00:00,2016-05-24T23:00:00+00:00,2016-05-25T05:00:05+00:00,6.001388888888889,2016-05-24T23:00:00+00:00,2016-05-25T23:00:00+00:00,70.67805383022774,17280,0.0,25.996543884277344,18.56065583229065
P092,capture24/P092.csv.gz,9180001,18360,25.5,100.00001089324618,5.0,0,2016-02-04T05:34:05+00:00,2016-02-04T02:24:00+00:00,2016-02-04T05:34:05+00:00,3.1680555555555556,2016-02-04T02:24:00+00:00,2016-02-05T02:24:00+00:00,66.88453159041394,17280,0.0,26.55785369873047,19.59624218940735
P093,capture24/P093.csv.gz,9360001,18720,26.0,100.00001068376068,5.0,0,2016-05-06T05:27:05+00:00,2016-05-06T00:07:00+00:00,2016-05-06T05:27:05+00:00,5.334722222222222,2016-05-06T00:07:00+00:00,2016-05-07T00:07:00+00:00,80.96688034188034,17280,0.0,27.2315731048584,21.029410362243652
P094,capture24/P094.csv.gz,5773541,11547,18.542844444444444,86.48950238966094,9024.24,1,2016-09-28T00:48:17.550000+00:00,2016-09-27T22:17:53.310000+00:00,2016-09-28T00:48:17.550000+00:00,0.001388888888888889,2016-09-27T06:15:53.310000+00:00,2016-09-28T00:48:27.550000+00:00,38.13977656534165,11547,477.75,62.035369873046875,10.626569986343384
P095,capture24/P095.csv.gz,9360001,18720,26.0,100.00001068376068,5.0,0,2016-07-15T04:52:05+00:00,2016-07-15T00:22:00+00:00,2016-07-15T04:52:05+00:00,4.501388888888889,2016-07-15T00:22:00+00:00,2016-07-16T00:22:00+00:00,41.40491452991453,17280,0.0,40.29091262817383,14.87891411781311
P096,capture24/P096.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-04-10T01:59:00+00:00,2016-04-09T22:49:00+00:00,2016-04-10T01:59:00+00:00,3.1666666666666665,2016-04-09T01:59:00+00:00,2016-04-10T01:59:00+00:00,80.55555555555556,17280,0.0,31.31502914428711,21.089428901672363
P097,capture24/P097.csv.gz,10180494,20360,32.148630555555556,87.96377796289404,13940.070000128,1,2016-06-18T06:27:05+00:00,2016-06-17T22:48:00+00:00,2016-06-18T06:27:05+00:00,7.651388888888889,2016-06-17T22:48:00+00:00,2016-06-18T22:48:00+00:00,71.237721021611,17280,0.0,21.525819778442383,19.954134941101074
P098,capture24/P098.csv.gz,10530001,21060,29.25,100.00000949667616,5.0,0,2016-04-23T04:52:05+00:00,2016-04-22T22:07:00+00:00,2016-04-23T04:52:05+00:00,6.751388888888889,2016-04-22T22:07:00+00:00,2016-04-23T22:07:00+00:00,72.34567901234567,17280,0.0,38.99431228637695,21.752573251724243
P099,capture24/P099.csv.gz,9000001,18000,25.0,100.0000111111111,5.0,0,2016-06-22T04:33:05+00:00,2016-06-22T01:43:00+00:00,2016-06-22T04:33:05+00:00,2.834722222222222,2016-06-22T01:43:00+00:00,2016-06-23T01:43:00+00:00,68.98333333333333,17280,0.0,42.46630096435547,20.29272174835205
P100,capture24/P100.csv.gz,10440001,20880,29.0,100.00000957854407,5.0,0,2016-05-31T02:14:00+00:00,2016-05-30T21:04:00+00:00,2016-05-31T02:14:00+00:00,5.166666666666667,2016-05-30T02:14:00+00:00,2016-05-31T02:14:00+00:00,78.51053639846744,17280,0.0,80.65679931640625,22.282999277114868
P101,capture24/P101.csv.gz,9624001,19248,26.733333333333334,100.00001039068994,5.0,0,2016-04-27T04:46:00+00:00,2016-04-27T00:22:00+00:00,2016-04-27T04:46:00+00:00,4.4,2016-04-26T04:46:00+00:00,2016-04-27T04:46:00+00:00,73.19201995012469,17280,0.0,51.28281021118164,21.872172594070435
P102,capture24/P102.csv.gz,9000001,18000,25.0,100.0000111111111,5.0,0,2016-11-30T02:33:00+00:00,2016-11-29T23:03:00+00:00,2016-11-30T02:33:00+00:00,3.5,2016-11-29T02:33:00+00:00,2016-11-30T02:33:00+00:00,55.294444444444444,17280,0.0,28.445764541625977,17.707690238952637
P103,capture24/P103.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-01-24T03:04:00+00:00,2016-01-23T23:34:00+00:00,2016-01-24T03:04:00+00:00,3.5,2016-01-23T03:04:00+00:00,2016-01-24T03:04:00+00:00,77.17120181405896,17280,0.0,20.89699935913086,20.118012189865112
P104,capture24/P104.csv.gz,9540001,19080,26.5,100.00001048218029,5.0,0,2016-04-04T05:07:05+00:00,2016-04-04T00:07:00+00:00,2016-04-04T05:07:05+00:00,5.001388888888889,2016-04-04T00:07:00+00:00,2016-04-05T00:07:00+00:00,67.13312368972746,17280,0.0,27.67312240600586,19.46534490585327
P105,capture24/P105.csv.gz,9048001,18096,25.133333333333333,100.00001105216623,5.0,0,2016-06-21T05:38:05+00:00,2016-06-21T01:43:00+00:00,2016-06-21T05:38:05+00:00,3.9180555555555556,2016-06-21T01:43:00+00:00,2016-06-22T01:43:00+00:00,64.67175066312998,17280,0.0,31.85504150390625,18.13233184814453
P106,capture24/P106.csv.gz,9660001,19320,26.833333333333332,100.00001035196688,5.0,0,2016-05-02T05:48:05+00:00,2016-05-01T23:58:00+00:00,2016-05-02T05:48:05+00:00,5.834722222222222,2016-05-01T23:58:00+00:00,2016-05-02T23:58:00+00:00,45.84886128364389,17280,0.0,34.73954772949219,15.70283317565918
P107,capture24/P107.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-03-20T04:57:05+00:00,2016-03-20T01:57:00+00:00,2016-03-20T04:57:05+00:00,3.001388888888889,2016-03-20T01:57:00+00:00,2016-03-21T01:57:00+00:00,66.87074829931973,17280,0.0,37.901615142822266,18.381508827209473
P108,capture24/P108.csv.gz,10140001,20280,28.166666666666668,100.00000986193294,5.0,0,2016-06-17T02:48:05+00:00,2016-06-16T23:38:00+00:00,2016-06-17T02:48:05+00:00,3.1680555555555556,2016-06-16T23:38:00+00:00,2016-06-17T23:38:00+00:00,59.171597633136095,17280,0.0,40.582332611083984,22.49423909187317
P109,capture24/P109.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-10-10T08:31:05+00:00,2016-10-10T03:51:00+00:00,2016-10-10T08:31:05+00:00,4.668055555555555,2016-10-10T03:51:00+00:00,2016-10-11T03:51:00+00:00,73.74716553287982,17280,0.0,28.99335479736328,20.531293869018555
P110,capture24/P110.csv.gz,9270001,18540,25.75,100.00001078748652,5.0,0,2016-06-26T05:59:05+00:00,2016-06-26T00:44:00+00:00,2016-06-26T05:59:05+00:00,5.251388888888889,2016-06-26T00:44:00+00:00,2016-06-27T00:44:00+00:00,78.44660194174757,17280,0.0,22.599315643310547,21.029726028442383
P111,capture24/P111.csv.gz,9900001,19800,27.5,100.0000101010101,5.0,0,2016-04-05T03:16:05+00:00,2016-04-04T23:16:00+00:00,2016-04-05T03:16:05+00:00,4.001388888888889,2016-04-04T23:16:00+00:00,2016-04-05T23:16:00+00:00,78.68181818181819,17280,0.0,25.737533569335938,21.64080309867859
P112,capture24/P112.csv.gz,9720001,19440,27.0,100.00001028806584,5.0,0,2016-04-08T05:05:05+00:00,2016-04-08T02:05:00+00:00,2016-04-08T05:05:05+00:00,3.001388888888889,2016-04-08T02:05:00+00:00,2016-04-09T02:05:00+00:00,31.970164609053498,17280,0.0,20.977798461914062,13.72386622428894
P113,capture24/P113.csv.gz,9960001,19920,27.666666666666668,100.00001004016065,5.0,0,2016-07-28T04:35:05+00:00,2016-07-27T22:55:00+00:00,2016-07-28T04:35:05+00:00,5.668055555555555,2016-07-27T22:55:00+00:00,2016-07-28T22:55:00+00:00,70.60742971887551,17280,0.0,45.99949264526367,21.38909935951233
P114,capture24/P114.csv.gz,9480001,18960,26.333333333333332,100.0000105485232,5.0,0,2016-03-07T05:25:05+00:00,2016-03-07T00:45:00+00:00,2016-03-07T05:25:05+00:00,4.668055555555555,2016-03-07T00:45:00+00:00,2016-03-08T00:45:00+00:00,74.4620253164557,17280,0.0,63.4601936340332,20.723192930221558
P115,capture24/P115.csv.gz,9720001,19440,27.0,100.00001028806584,5.0,0,2016-11-02T03:14:05+00:00,2016-11-01T22:34:00+00:00,2016-11-02T03:14:05+00:00,4.668055555555555,2016-11-01T22:34:00+00:00,2016-11-02T22:34:00+00:00,59.1820987654321,17280,0.0,44.30355453491211,16.901522159576416
P116,capture24/P116.csv.gz,9000001,18000,25.0,100.0000111111111,5.0,0,2016-06-02T04:19:05+00:00,2016-06-02T00:49:00+00:00,2016-06-02T04:19:05+00:00,3.501388888888889,2016-06-02T00:49:00+00:00,2016-06-03T00:49:00+00:00,68.73333333333333,17280,0.0,37.90606689453125,19.128976106643677
P117,capture24/P117.csv.gz,9090001,18180,25.25,100.0000110011001,5.0,0,2016-04-28T05:43:05+00:00,2016-04-28T02:08:00+00:00,2016-04-28T05:43:05+00:00,3.584722222222222,2016-04-28T02:08:00+00:00,2016-04-29T02:08:00+00:00,56.61166116611661,17280,0.0,36.291622161865234,17.26817512512207
P118,capture24/P118.csv.gz,9300001,18600,25.833333333333332,100.00001075268817,5.0,0,2016-03-02T04:30:05+00:00,2016-03-02T01:20:00+00:00,2016-03-02T04:30:05+00:00,3.1680555555555556,2016-03-02T01:20:00+00:00,2016-03-03T01:20:00+00:00,41.612903225806456,17280,0.0,28.699954986572266,15.949308633804321
P119,capture24/P119.csv.gz,9720001,19440,27.0,100.00001028806584,5.0,0,2016-06-22T02:24:05+00:00,2016-06-21T23:38:00+00:00,2016-06-22T02:24:05+00:00,2.7680555555555557,2016-06-21T23:38:00+00:00,2016-06-22T23:38:00+00:00,63.27160493827161,17280,0.0,44.11430740356445,21.2890043258667
P120,capture24/P120.csv.gz,9180001,18360,25.5,100.00001089324618,5.0,0,2016-04-02T02:48:05+00:00,2016-04-02T01:18:00+00:00,2016-04-02T02:48:05+00:00,1.5013888888888889,2016-04-02T01:18:00+00:00,2016-04-03T01:18:00+00:00,55.2995642701525,17280,0.0,44.087059020996094,18.19735884666443
P121,capture24/P121.csv.gz,10080001,20160,28.0,100.00000992063492,5.0,0,2016-08-01T05:34:00+00:00,2016-08-01T01:04:00+00:00,2016-08-01T05:34:00+00:00,4.5,2016-07-31T05:34:00+00:00,2016-08-01T05:34:00+00:00,77.88690476190476,17280,0.0,42.952274322509766,22.93013596534729
P122,capture24/P122.csv.gz,7513166,15026,20.869444444444444,100.00220950352723,5.0,0,2016-11-29T05:49:05+00:00,2016-11-29T02:49:00+00:00,2016-11-29T05:49:05+00:00,3.001388888888889,2016-11-29T02:49:00+00:00,2016-11-29T23:41:10+00:00,57.77984826301078,15026,187.83333333333334,31.218524932861328,15.399898529052734
P123,capture24/P123.csv.gz,7740001,15480,21.5,100.00001291989665,5.0,0,2016-10-15T02:10:00+00:00,2016-10-14T23:10:00+00:00,2016-10-15T02:10:00+00:00,3.0,2016-10-14T04:40:00+00:00,2016-10-15T02:10:00+00:00,69.12144702842377,15480,150.0,30.344383239746094,14.882733345031738
P124,capture24/P124.csv.gz,7808733,15617,21.690277777777776,100.00298392777101,5.0,0,2016-10-11T05:37:05+00:00,2016-10-11T00:27:00+00:00,2016-10-11T05:37:05+00:00,5.168055555555555,2016-10-11T00:27:00+00:00,2016-10-11T22:08:25+00:00,80.84139079208555,15617,138.58333333333334,57.23978805541992,20.894320964813232
P125,capture24/P125.csv.gz,10296001,20592,28.6,100.00000971250971,5.0,0,2016-05-01T04:16:00+00:00,2016-04-30T23:51:00+00:00,2016-05-01T04:16:00+00:00,4.416666666666667,2016-04-30T04:16:00+00:00,2016-05-01T04:16:00+00:00,76.65598290598291,17280,0.0,26.6955509185791,22.77074933052063
P126,capture24/P126.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-12-01T02:49:00+00:00,2016-11-30T23:39:00+00:00,2016-12-01T02:49:00+00:00,3.1666666666666665,2016-11-30T02:49:00+00:00,2016-12-01T02:49:00+00:00,72.78344671201815,17280,0.0,33.73124313354492,19.836978673934937
P127,capture24/P127.csv.gz,7405784,14811,20.570833333333333,100.00383498750928,5.0,0,2016-11-11T05:16:05+00:00,2016-11-11T01:46:00+00:00,2016-11-11T05:16:05+00:00,3.501388888888889,2016-11-11T01:46:00+00:00,2016-11-11T22:20:15+00:00,73.73573695226521,14811,205.75,34.795982360839844,17.005927324295044
P128,capture24/P128.csv.gz,9510001,19020,26.416666666666668,100.00001051524711,5.0,0,2016-05-05T03:28:05+00:00,2016-05-04T23:23:00+00:00,2016-05-05T03:28:05+00:00,4.084722222222222,2016-05-04T23:23:00+00:00,2016-05-05T23:23:00+00:00,81.46161934805468,17280,0.0,39.63578414916992,23.114036798477173
P129,capture24/P129.csv.gz,9000556,18001,25.00138888888889,100.00062218765625,5.0,0,2016-10-28T05:27:05+00:00,2016-10-28T00:57:00+00:00,2016-10-28T05:27:05+00:00,4.501388888888889,2016-10-28T00:57:00+00:00,2016-10-29T00:57:00+00:00,68.51841564357535,17280,0.0,66.38771057128906,19.071624040603638
P130,capture24/P130.csv.gz,9540001,19080,26.5,100.00001048218029,5.0,0,2016-12-09T05:02:05+00:00,2016-12-09T00:12:00+00:00,2016-12-09T05:02:05+00:00,4.834722222222222,2016-12-09T00:12:00+00:00,2016-12-10T00:12:00+00:00,75.01572327044025,17280,0.0,34.31633377075195,22.510205268859863
P131,capture24/P131.csv.gz,10242001,20484,28.45,100.00000976371803,5.0,0,2016-05-08T04:06:05+00:00,2016-05-07T22:56:00+00:00,2016-05-08T04:06:05+00:00,5.168055555555555,2016-05-07T22:56:00+00:00,2016-05-08T22:56:00+00:00,63.90353446592463,17280,0.0,60.534603118896484,19.211188554763794
P132,capture24/P132.csv.gz,9390001,18780,26.083333333333332,100.00001064962726,5.0,0,2016-04-24T03:59:05+00:00,2016-04-24T00:04:00+00:00,2016-04-24T03:59:05+00:00,3.9180555555555556,2016-04-24T00:04:00+00:00,2016-04-25T00:04:00+00:00,62.24707135250266,17280,0.0,31.198781967163086,17.964131832122803
P133,capture24/P133.csv.gz,10500001,21000,29.166666666666668,100.00000952380952,5.0,0,2016-12-20T04:51:00+00:00,2016-12-19T22:36:00+00:00,2016-12-20T04:51:00+00:00,6.25,2016-12-19T04:51:00+00:00,2016-12-20T04:51:00+00:00,82.6952380952381,17280,0.0,43.03090286254883,25.571824550628662
P134,capture24/P134.csv.gz,9480001,18960,26.333333333333332,100.0000105485232,5.0,0,2016-02-26T06:06:05+00:00,2016-02-26T00:16:00+00:00,2016-02-26T06:06:05+00:00,5.834722222222222,2016-02-26T00:16:00+00:00,2016-02-27T00:16:00+00:00,52.220464135021096,17280,0.0,41.17720031738281,15.846423149108887
P135,capture24/P135.csv.gz,9690001,19380,26.916666666666668,100.00001031991744,5.0,0,2016-12-02T04:47:05+00:00,2016-12-02T01:57:00+00:00,2016-12-02T04:47:05+00:00,2.834722222222222,2016-12-02T01:57:00+00:00,2016-12-03T01:57:00+00:00,56.3828689370485,17280,0.0,52.94219207763672,17.565919876098633
P136,capture24/P136.csv.gz,6139783,12279,17.054166666666667,100.0046094958873,5.0,0,2016-10-17T06:53:05+00:00,2016-10-17T03:53:00+00:00,2016-10-17T06:53:05+00:00,3.001388888888889,2016-10-17T03:53:00+00:00,2016-10-17T20:56:15+00:00,73.03526345793631,12279,416.75,21.558738708496094,15.817357063293457
P137,capture24/P137.csv.gz,9480001,18960,26.333333333333332,100.0000105485232,5.0,0,2016-04-02T04:08:05+00:00,2016-04-01T23:48:00+00:00,2016-04-02T04:08:05+00:00,4.334722222222222,2016-04-01T23:48:00+00:00,2016-04-02T23:48:00+00:00,58.90295358649789,17280,0.0,29.307619094848633,16.31876230239868
P138,capture24/P138.csv.gz,9270001,18540,25.75,100.00001078748652,5.0,0,2016-04-24T01:51:00+00:00,2016-04-23T23:21:00+00:00,2016-04-24T01:51:00+00:00,2.5,2016-04-23T01:51:00+00:00,2016-04-24T01:51:00+00:00,55.55016181229774,17280,0.0,29.325794219970703,19.766844272613525
P139,capture24/P139.csv.gz,7551894,15103,20.976388888888888,100.00521750645566,5.0,0,2016-04-27T08:19:05+00:00,2016-04-27T06:04:00+00:00,2016-04-27T08:19:05+00:00,2.251388888888889,2016-04-27T06:04:00+00:00,2016-04-28T03:02:35+00:00,63.338409587499164,15103,181.41666666666666,30.668954849243164,15.551568984985352
P140,capture24/P140.csv.gz,7667055,15334,21.29722222222222,100.00071736011478,5.0,0,2016-02-19T03:20:59.460000+00:00,2016-02-19T00:50:59.460000+00:00,2016-02-19T03:20:59.460000+00:00,2.5,2016-02-18T06:03:09.460000+00:00,2016-02-19T03:20:59.460000+00:00,73.89461327768358,15334,162.16666666666666,34.81906509399414,18.483086585998535
P141,capture24/P141.csv.gz,9900001,19800,27.5,100.0000101010101,5.0,0,2016-02-06T06:13:05+00:00,2016-02-06T00:58:00+00:00,2016-02-06T06:13:05+00:00,5.251388888888889,2016-02-06T00:58:00+00:00,2016-02-07T00:58:00+00:00,52.35858585858586,17280,0.0,44.48763656616211,17.89433526992798
P142,capture24/P142.csv.gz,5959687,11919,18.472369444444443,89.61863912964303,6910.529999872,1,2016-10-24T07:18:05+00:00,2016-10-24T05:48:00+00:00,2016-10-24T07:18:05+00:00,1.5013888888888889,2016-10-24T05:48:00+00:00,2016-10-25T00:16:20.530000+00:00,66.36462790502559,11919,446.75,16.888072967529297,15.088668823242188
P143,capture24/P143.csv.gz,9180001,18360,25.5,100.00001089324618,5.0,0,2016-04-20T04:15:05+00:00,2016-04-20T01:55:00+00:00,2016-04-20T04:15:05+00:00,2.334722222222222,2016-04-20T01:55:00+00:00,2016-04-21T01:55:00+00:00,47.489106753812635,17280,0.0,34.486263275146484,16.30888319015503
P144,capture24/P144.csv.gz,8820001,17640,24.5,100.00001133786849,5.0,0,2016-05-14T02:17:00+00:00,2016-05-13T23:37:00+00:00,2016-05-14T02:17:00+00:00,2.6666666666666665,2016-05-13T02:17:00+00:00,2016-05-14T02:17:00+00:00,57.63605442176871,17280,0.0,25.933712005615234,17.165783882141113
P145,capture24/P145.csv.gz,9810001,19620,27.25,100.00001019367991,5.0,0,2016-06-02T08:10:05+00:00,2016-06-02T00:15:00+00:00,2016-06-02T08:10:05+00:00,7.918055555555555,2016-06-02T00:15:00+00:00,2016-06-03T00:15:00+00:00,73.44036697247707,17280,0.0,64.04045104980469,20.36264419555664
P146,capture24/P146.csv.gz,9450001,18900,26.25,100.00001058201059,5.0,0,2016-03-20T04:46:05+00:00,2016-03-19T23:16:00+00:00,2016-03-20T04:46:05+00:00,5.501388888888889,2016-03-19T23:16:00+00:00,2016-03-20T23:16:00+00:00,80.82010582010582,17280,0.0,36.90635681152344,21.366313219070435
P147,capture24/P147.csv.gz,9720001,19440,27.0,100.00001028806584,5.0,0,2016-04-11T03:34:05+00:00,2016-04-10T22:54:00+00:00,2016-04-11T03:34:05+00:00,4.668055555555555,2016-04-10T22:54:00+00:00,2016-04-11T22:54:00+00:00,71.94958847736626,17280,0.0,56.94332504272461,20.57438635826111
P148,capture24/P148.csv.gz,9510001,19020,26.416666666666668,100.00001051524711,5.0,0,2016-03-10T04:33:05+00:00,2016-03-09T23:38:00+00:00,2016-03-10T04:33:05+00:00,4.918055555555555,2016-03-09T23:38:00+00:00,2016-03-10T23:38:00+00:00,65.55730809674027,17280,0.0,35.35426712036133,17.56839680671692
P149,capture24/P149.csv.gz,9060001,18120,25.166666666666668,100.0000110375276,5.0,0,2016-05-05T04:35:05+00:00,2016-05-05T00:55:00+00:00,2016-05-05T04:35:05+00:00,3.6680555555555556,2016-05-05T00:55:00+00:00,2016-05-06T00:55:00+00:00,59.332229580573944,17280,0.0,47.541202545166016,17.93893837928772
P150,capture24/P150.csv.gz,9630001,19260,26.75,100.000010384216,5.0,0,2016-05-17T04:11:05+00:00,2016-05-16T23:16:00+00:00,2016-05-17T04:11:05+00:00,4.918055555555555,2016-05-16T23:16:00+00:00,2016-05-17T23:16:00+00:00,78.13084112149534,17280,0.0,38.41084289550781,20.524430990219116
P151,capture24/P151.csv.gz,10770001,21540,29.916666666666668,100.00000928505106,5.0,0,2016-06-12T06:19:00+00:00,2016-06-12T00:44:00+00:00,2016-06-12T06:19:00+00:00,5.583333333333333,2016-06-11T06:19:00+00:00,2016-06-12T06:19:00+00:00,59.51253481894151,17280,0.0,37.39357376098633,20.14379906654358
